Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-109582,Hemostasis,11,803,0.052888099,0.794950457,0.794950457,52,338,0.024009092,9606,Homo sapiens,CEACAM1;FCER1G;CXCL8;SRC;PLEK;STXBP2;PLAUR;SERPING1;TREM1,,R-HSA-443910;R-HSA-158982;R-HSA-418176;R-HSA-429441;R-HSA-443905;R-HSA-114577;R-HSA-158357;R-HSA-354066;R-HSA-203156;R-HSA-354077;R-HSA-159001;R-HSA-354073;R-HSA-443418;R-HSA-418200;R-HSA-159005;R-HSA-432295;R-HSA-354087;R-HSA-114600;R-HSA-377644;R-HSA-443439;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-8867135;R-HSA-453183;R-HSA-9650473;R-HSA-158399;R-HSA-139842;R-HSA-354124;R-HSA-8870732;R-HSA-158925;R-HSA-372693;R-HSA-482772;R-HSA-453200;R-HSA-158942;R-HSA-372697;R-HSA-202717;R-HSA-418662;R-HSA-354149;R-HSA-202723;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-481007;R-HSA-418158;R-HSA-210282;R-HSA-158959;R-HSA-354165;R-HSA-210291;R-HSA-418163;R-HSA-437118;R-HSA-418170
R-HSA-446728,Cell junction organization,1,95,0.006256998,0.798213895,0.798213895,1,37,0.002628214,9606,Homo sapiens,JUP,,R-HSA-419002
R-HSA-400206,Regulation of lipid metabolism by PPARalpha,2,177,0.011657775,0.798497715,0.798497715,1,45,0.003196477,9606,Homo sapiens,G0S2,,R-HSA-1989759
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1,96,0.006322861,0.801595705,0.801595705,1,2,1.42E-04,9606,Homo sapiens,SRC,,R-HSA-2400009
R-HSA-390466,Chaperonin-mediated protein folding,1,96,0.006322861,0.801595705,0.801595705,1,19,0.001349624,9606,Homo sapiens,CLN3,,R-HSA-390470
R-HSA-438064,Post NMDA receptor activation events,1,96,0.006322861,0.801595705,0.801595705,1,39,0.00277028,9606,Homo sapiens,SRC,,R-HSA-9612085
R-HSA-1474244,Extracellular matrix organization,4,328,0.021603109,0.802379918,0.802379918,15,319,0.022659469,9606,Homo sapiens,CEACAM1;PCOLCE;HSPG2;ICAM1,,R-HSA-202723;R-HSA-4088220;R-HSA-1592314;R-HSA-2022141;R-HSA-2534240;R-HSA-4088281;R-HSA-2426530;R-HSA-4084505;R-HSA-199050;R-HSA-2396395;R-HSA-2396113;R-HSA-2396337;R-HSA-2534160;R-HSA-2002440;R-HSA-3814820
R-HSA-69242,S Phase,2,179,0.011789501,0.803560071,0.803560071,11,55,0.003906805,9606,Homo sapiens,CLN3;CDKN1A,,R-HSA-187552;R-HSA-187520;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-187828;R-HSA-198613;R-HSA-8848414;R-HSA-69005;R-HSA-187934;R-HSA-187916
R-HSA-1630316,Glycosaminoglycan metabolism,2,181,0.011921228,0.808509544,0.808509544,22,88,0.006250888,9606,Homo sapiens,DSE;HSPG2,,R-HSA-2076383;R-HSA-1889981;R-HSA-9638064;R-HSA-2076508;R-HSA-1667005;R-HSA-1889978;R-HSA-2024084;R-HSA-2076371;R-HSA-1878002;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2022919;R-HSA-2024100;R-HSA-2022052;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889955;R-HSA-1678694
R-HSA-4086400,PCP/CE pathway,1,99,0.006520451,0.811406125,0.811406125,6,24,0.001704788,9606,Homo sapiens,FZD3,,R-HSA-3858491;R-HSA-5099886;R-HSA-4608866;R-HSA-3858482;R-HSA-3858480;R-HSA-4608825
R-HSA-9013423,RAC3 GTPase cycle,1,100,0.006586314,0.814567672,0.814567672,1,6,4.26E-04,9606,Homo sapiens,NCF4,,R-HSA-9018808
R-HSA-5619102,SLC transporter disorders,2,185,0.01218468,0.818077436,0.818077436,2,65,0.004617133,9606,Homo sapiens,SLC22A4;LST1,,R-HSA-5661184;R-HSA-5625674
R-HSA-2682334,EPH-Ephrin signaling,1,102,0.00671804,0.820733261,0.820733261,24,56,0.003977838,9606,Homo sapiens,SRC,,R-HSA-3928602;R-HSA-3928633;R-HSA-3928639;R-HSA-3928607;R-HSA-4093336;R-HSA-3928604;R-HSA-3928627;R-HSA-3928594;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-3928651;R-HSA-4093327;R-HSA-3928648;R-HSA-3928584;R-HSA-3928623;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-3928615;R-HSA-3928583;R-HSA-3928614;R-HSA-3928645;R-HSA-3928580
R-HSA-391251,Protein folding,1,102,0.00671804,0.820733261,0.820733261,1,28,0.001988919,9606,Homo sapiens,CLN3,,R-HSA-390470
R-HSA-1474290,Collagen formation,1,104,0.006849766,0.826694621,0.826694621,2,77,0.005469527,9606,Homo sapiens,PCOLCE,,R-HSA-2022141;R-HSA-2002440
R-HSA-9711123,Cellular response to chemical stress,3,269,0.017717184,0.830921586,0.830921586,3,134,0.009518397,9606,Homo sapiens,NQO1;NCF4,,R-HSA-9759141;R-HSA-9759186;R-HSA-1222376
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,1,107,0.007047356,0.835268417,0.835268417,2,7,4.97E-04,9606,Homo sapiens,FCER1G,,R-HSA-2730860;R-HSA-2730884
R-HSA-1296071,Potassium Channels,1,107,0.007047356,0.835268417,0.835268417,2,20,0.001420656,9606,Homo sapiens,KCNJ15,,R-HSA-1013020;R-HSA-1013012
R-HSA-170834,Signaling by TGF-beta Receptor Complex,1,107,0.007047356,0.835268417,0.835268417,3,100,0.007103282,9606,Homo sapiens,FPR1,,R-HSA-2134519;R-HSA-2134506;R-HSA-170846
R-HSA-190236,Signaling by FGFR,1,107,0.007047356,0.835268417,0.835268417,1,142,0.01008666,9606,Homo sapiens,SRC,,R-HSA-1295609
R-HSA-425407,SLC-mediated transmembrane transport,5,420,0.027662517,0.835674618,0.835674618,10,194,0.013780367,9606,Homo sapiens,SLC22A4;LST1;SLC15A3;SLC29A2,,R-HSA-549241;R-HSA-109536;R-HSA-9631987;R-HSA-194083;R-HSA-428007;R-HSA-109527;R-HSA-109529;R-HSA-549297;R-HSA-879575;R-HSA-109534
R-HSA-422356,Regulation of insulin secretion,1,108,0.007113219,0.838031396,0.838031396,1,38,0.002699247,9606,Homo sapiens,MARCKS,,R-HSA-399978
R-HSA-9678108,SARS-CoV-1 Infection,2,194,0.012777448,0.838060373,0.838060373,2,159,0.011294218,9606,Homo sapiens,FPR1;MKRN3,,R-HSA-9728804;R-HSA-9727919
R-HSA-8957275,Post-translational protein phosphorylation,1,109,0.007179082,0.84074821,0.84074821,1,1,7.10E-05,9606,Homo sapiens,CST3,,R-HSA-8952289
R-HSA-193704,p75 NTR receptor-mediated signalling,1,110,0.007244945,0.84341963,0.84341963,1,50,0.003551641,9606,Homo sapiens,ARHGEF40,,R-HSA-205039
R-HSA-69618,Mitotic Spindle Checkpoint,1,111,0.007310808,0.846046409,0.846046409,4,7,4.97E-04,9606,Homo sapiens,SGO1,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-166786,Creation of C4 and C2 activators,1,111,0.007310808,0.846046409,0.846046409,2,8,5.68E-04,9606,Homo sapiens,FCN1,,R-HSA-166726;R-HSA-2855125
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,1,113,0.007442534,0.851169009,0.851169009,1,71,0.00504333,9606,Homo sapiens,SRC,,R-HSA-9612085
R-HSA-2559580,Oxidative Stress Induced Senescence,1,114,0.007508398,0.853666279,0.853666279,4,40,0.002841313,9606,Homo sapiens,FOS,,R-HSA-450292;R-HSA-450325;R-HSA-3222546;R-HSA-3222533
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,1,116,0.007640124,0.858536291,0.858536291,7,43,0.003054411,9606,Homo sapiens,EGR2,,R-HSA-5617492;R-HSA-5617661;R-HSA-5617484;R-HSA-5617486;R-HSA-5617454;R-HSA-5617672;R-HSA-5617483
R-HSA-5619507,Activation of HOX genes during differentiation,1,116,0.007640124,0.858536291,0.858536291,7,43,0.003054411,9606,Homo sapiens,EGR2,,R-HSA-5617492;R-HSA-5617661;R-HSA-5617484;R-HSA-5617486;R-HSA-5617454;R-HSA-5617672;R-HSA-5617483
R-HSA-166663,Initial triggering of complement,1,120,0.007903576,0.867797266,0.867797266,4,21,0.001491689,9606,Homo sapiens,FCN1,,R-HSA-166753;R-HSA-166726;R-HSA-166792;R-HSA-2855125
R-HSA-211000,Gene Silencing by RNA,1,120,0.007903576,0.867797266,0.867797266,4,40,0.002841313,9606,Homo sapiens,PIWIL4,,R-HSA-5629237;R-HSA-5601919;R-HSA-5601897;R-HSA-5601883
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,1,121,0.00796944,0.870016548,0.870016548,1,5,3.55E-04,9606,Homo sapiens,SGO1,,R-HSA-9648114
R-HSA-1266738,Developmental Biology,17,1279,0.084238951,0.871565394,0.871565394,96,573,0.040701804,9606,Homo sapiens,SEMA4A;EGR2;CSTA;CDKN1A;SPI1;CEBPD;JUP;SRC;KRT23;TNF;TYROBP;KRT17;CD24,,R-HSA-6814695;R-HSA-5617492;R-HSA-6806629;R-HSA-3928633;R-HSA-9615638;R-HSA-3928639;R-HSA-9621399;R-HSA-3928627;R-HSA-9621400;R-HSA-3928625;R-HSA-9621406;R-HSA-3928631;R-HSA-9621404;R-HSA-3928628;R-HSA-6810357;R-HSA-9634433;R-HSA-3928623;R-HSA-8942224;R-HSA-9615626;R-HSA-5617484;R-HSA-445084;R-HSA-5617486;R-HSA-381337;R-HSA-3928615;R-HSA-3928614;R-HSA-5617483;R-HSA-9011241;R-HSA-3928602;R-HSA-6805573;R-HSA-418850;R-HSA-3928607;R-HSA-9617207;R-HSA-4093336;R-HSA-9614773;R-HSA-3928604;R-HSA-9614778;R-HSA-5617661;R-HSA-374701;R-HSA-3928594;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-9621410;R-HSA-9621411;R-HSA-4093327;R-HSA-6806613;R-HSA-418868;R-HSA-3928584;R-HSA-416690;R-HSA-6806610;R-HSA-9618725;R-HSA-418865;R-HSA-9617064;R-HSA-418874;R-HSA-3928583;R-HSA-6814298;R-HSA-3928580;R-HSA-391866;R-HSA-9619667;R-HSA-8855747;R-HSA-9616214;R-HSA-381377;R-HSA-6814764;R-HSA-6805546;R-HSA-9624668;R-HSA-9614787;R-HSA-373716;R-HSA-9613760;R-HSA-416725;R-HSA-6814387;R-HSA-9614790;R-HSA-6809393;R-HSA-6809663;R-HSA-9613768;R-HSA-9619657;R-HSA-5617672;R-HSA-6810937;R-HSA-9616243;R-HSA-560491;R-HSA-9616116;R-HSA-8865505;R-HSA-381283;R-HSA-6814734;R-HSA-9618559;R-HSA-9634429;R-HSA-3928651;R-HSA-3928648;R-HSA-6811539;R-HSA-437234;R-HSA-3928642;R-HSA-977271;R-HSA-3928641;R-HSA-5617454;R-HSA-3928640;R-HSA-3928645;R-HSA-977392
R-HSA-194068,Bile acid and bile salt metabolism,1,125,0.008232892,0.878528695,0.878528695,1,99,0.007032249,9606,Homo sapiens,LST1,,R-HSA-194083
R-HSA-5628897,TP53 Regulates Metabolic Genes,1,126,0.008298755,0.8805685,0.8805685,2,34,0.002415116,9606,Homo sapiens,MKRN3,,R-HSA-5632738;R-HSA-5632732
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1,127,0.008364618,0.882574185,0.882574185,1,14,9.94E-04,9606,Homo sapiens,CST3,,R-HSA-8952289
R-HSA-2871809,FCERI mediated Ca+2 mobilization,1,129,0.008496345,0.886485454,0.886485454,2,11,7.81E-04,9606,Homo sapiens,FCER1G,,R-HSA-2730888;R-HSA-2730833
R-HSA-9012999,RHO GTPase cycle,5,460,0.030297043,0.88727624,0.88727624,14,91,0.006463986,9606,Homo sapiens,JUP;SRC;NCF4;EPSTI1;ARHGEF40,,R-HSA-9013024;R-HSA-9017507;R-HSA-9013157;R-HSA-9018758;R-HSA-9013145;R-HSA-9014424;R-HSA-9018808;R-HSA-9018746;R-HSA-9726848;R-HSA-9013009;R-HSA-8980691;R-HSA-9696271;R-HSA-9013109;R-HSA-9013110
R-HSA-9007101,Rab regulation of trafficking,1,131,0.008628071,0.890266939,0.890266939,1,35,0.002486149,9606,Homo sapiens,RAB31,,R-HSA-8877311
R-HSA-9006931,Signaling by Nuclear Receptors,4,387,0.025489034,0.891216298,0.891216298,10,196,0.013922432,9606,Homo sapiens,SRC;FOS;USF1,,R-HSA-9021609;R-HSA-9009371;R-HSA-9021660;R-HSA-9021596;R-HSA-9625479;R-HSA-9023840;R-HSA-9625465;R-HSA-9009378;R-HSA-9632412;R-HSA-9023846
R-HSA-69239,Synthesis of DNA,1,132,0.008693934,0.892110359,0.892110359,1,27,0.001917886,9606,Homo sapiens,CLN3,,R-HSA-69005
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,2,227,0.014950932,0.895451964,0.895451964,3,47,0.003338542,9606,Homo sapiens,IRF7;ISG15,,R-HSA-9755244;R-HSA-9729725;R-HSA-9768142
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,1,134,0.00882566,0.895705167,0.895705167,4,8,5.68E-04,9606,Homo sapiens,SGO1,,R-HSA-2484822;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821
R-HSA-9006936,Signaling by TGFB family members,1,136,0.008957387,0.899180653,0.899180653,3,125,0.008879102,9606,Homo sapiens,FPR1,,R-HSA-2134519;R-HSA-2134506;R-HSA-170846
R-HSA-9675108,Nervous system development,7,621,0.040901008,0.899540539,0.899540539,59,324,0.023014633,9606,Homo sapiens,SEMA4A;EGR2;TYROBP;SRC;CD24,,R-HSA-3928633;R-HSA-9615638;R-HSA-3928639;R-HSA-9621399;R-HSA-3928627;R-HSA-9621400;R-HSA-3928625;R-HSA-9621406;R-HSA-3928631;R-HSA-9621404;R-HSA-3928628;R-HSA-3928623;R-HSA-9615626;R-HSA-445084;R-HSA-3928615;R-HSA-3928614;R-HSA-9011241;R-HSA-3928602;R-HSA-418850;R-HSA-3928607;R-HSA-4093336;R-HSA-9614773;R-HSA-3928604;R-HSA-9614778;R-HSA-374701;R-HSA-3928594;R-HSA-418858;R-HSA-418859;R-HSA-418856;R-HSA-9621410;R-HSA-9621411;R-HSA-4093327;R-HSA-418868;R-HSA-3928584;R-HSA-416690;R-HSA-9618725;R-HSA-418865;R-HSA-418874;R-HSA-3928583;R-HSA-3928580;R-HSA-391866;R-HSA-9619667;R-HSA-8855747;R-HSA-9614787;R-HSA-373716;R-HSA-9613760;R-HSA-416725;R-HSA-9614790;R-HSA-9613768;R-HSA-9619657;R-HSA-9616116;R-HSA-9618559;R-HSA-3928651;R-HSA-3928648;R-HSA-437234;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-3928645
R-HSA-9748784,Drug ADME,2,230,0.015148521,0.899606358,0.899606358,2,104,0.007387413,9606,Homo sapiens,LST1;SLC29A2,,R-HSA-9751024;R-HSA-9757010
R-HSA-9705683,SARS-CoV-2-host interactions,3,315,0.020746888,0.900190529,0.900190529,4,67,0.004759199,9606,Homo sapiens,IRF7;MKRN3;ISG15,,R-HSA-9755244;R-HSA-9729500;R-HSA-9729725;R-HSA-9768142
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,2,235,0.015477837,0.906191127,0.906191127,15,65,0.004617133,9606,Homo sapiens,FCER1G;FOS,,R-HSA-2730888;R-HSA-9725206;R-HSA-2454208;R-HSA-2730860;R-HSA-2454240;R-HSA-2730851;R-HSA-2730882;R-HSA-2730884;R-HSA-2730886;R-HSA-2730843;R-HSA-450292;R-HSA-450325;R-HSA-2454192;R-HSA-2730833;R-HSA-2454239
R-HSA-1257604,PIP3 activates AKT signaling,3,321,0.021142067,0.907043874,0.907043874,3,86,0.006108822,9606,Homo sapiens,CDKN1A;SRC,,R-HSA-2316434;R-HSA-8857925;R-HSA-198613
R-HSA-8956319,Nucleotide catabolism,1,144,0.009484292,0.911966359,0.911966359,2,63,0.004475067,9606,Homo sapiens,ENTPD1,,R-HSA-8850854;R-HSA-8850846
R-HSA-5576891,Cardiac conduction,1,147,0.009681881,0.916332869,0.916332869,3,33,0.002344083,9606,Homo sapiens,PLN,,R-HSA-427910;R-HSA-5617182;R-HSA-5578777
R-HSA-202403,TCR signaling,1,147,0.009681881,0.916332869,0.916332869,1,52,0.003693706,9606,Homo sapiens,CD101,,R-HSA-202248
R-HSA-163685,Integration of energy metabolism,1,147,0.009681881,0.916332869,0.916332869,1,66,0.004688166,9606,Homo sapiens,MARCKS,,R-HSA-399978
R-HSA-1474228,Degradation of the extracellular matrix,1,148,0.009747744,0.917739887,0.917739887,4,105,0.007458446,9606,Homo sapiens,HSPG2,,R-HSA-1592314;R-HSA-2534240;R-HSA-2534160;R-HSA-3814820
R-HSA-2262752,Cellular responses to stress,12,1005,0.066192452,0.918245142,0.918245142,24,450,0.031964768,9606,Homo sapiens,NQO1;CLN3;CDKN1A;CXCL8;IL1B;NCF4;CCL2;FOS,,R-HSA-3790137;R-HSA-4568740;R-HSA-3222546;R-HSA-517731;R-HSA-4568737;R-HSA-9759186;R-HSA-3857308;R-HSA-1791056;R-HSA-3797202;R-HSA-3786258;R-HSA-4647594;R-HSA-4647593;R-HSA-3788745;R-HSA-9759141;R-HSA-450292;R-HSA-450325;R-HSA-3222533;R-HSA-3797196;R-HSA-3788705;R-HSA-1222376;R-HSA-69562;R-HSA-4647613;R-HSA-187934;R-HSA-3788708
R-HSA-2132295,MHC class II antigen presentation,1,149,0.009813607,0.919123334,0.919123334,1,26,0.001846853,9606,Homo sapiens,LAG3,,R-HSA-8856157
R-HSA-69481,G2/M Checkpoints,1,153,0.01007706,0.924429189,0.924429189,1,24,0.001704788,9606,Homo sapiens,MKRN3,,R-HSA-75016
R-HSA-8953897,Cellular responses to stimuli,12,1023,0.067377989,0.928579527,0.928579527,24,481,0.034166785,9606,Homo sapiens,NQO1;CLN3;CDKN1A;CXCL8;IL1B;NCF4;CCL2;FOS,,R-HSA-3790137;R-HSA-4568740;R-HSA-3222546;R-HSA-517731;R-HSA-4568737;R-HSA-9759186;R-HSA-3857308;R-HSA-1791056;R-HSA-3797202;R-HSA-3786258;R-HSA-4647594;R-HSA-4647593;R-HSA-3788745;R-HSA-9759141;R-HSA-450292;R-HSA-450325;R-HSA-3222533;R-HSA-3797196;R-HSA-3788705;R-HSA-1222376;R-HSA-69562;R-HSA-4647613;R-HSA-187934;R-HSA-3788708
R-HSA-9664422,FCGR3A-mediated phagocytosis,1,157,0.010340512,0.929388233,0.929388233,2,27,0.001917886,9606,Homo sapiens,SRC,,R-HSA-9664275;R-HSA-9664261
R-HSA-9664407,Parasite infection,1,157,0.010340512,0.929388233,0.929388233,2,27,0.001917886,9606,Homo sapiens,SRC,,R-HSA-9664275;R-HSA-9664261
R-HSA-9664417,Leishmania phagocytosis,1,157,0.010340512,0.929388233,0.929388233,2,27,0.001917886,9606,Homo sapiens,SRC,,R-HSA-9664275;R-HSA-9664261
R-HSA-112315,Transmission across Chemical Synapses,3,344,0.022656919,0.929550167,0.929550167,7,167,0.01186248,9606,Homo sapiens,SRC;CHRNA6;KCNJ15,,R-HSA-629595;R-HSA-1013020;R-HSA-629596;R-HSA-629599;R-HSA-9612085;R-HSA-1013012;R-HSA-622326
R-HSA-15869,Metabolism of nucleotides,2,256,0.016860963,0.929684731,0.929684731,3,142,0.01008666,9606,Homo sapiens,ENTPD1;GMPR,,R-HSA-8850854;R-HSA-8850846;R-HSA-514604
R-HSA-428157,Sphingolipid metabolism,1,158,0.010406376,0.930576484,0.930576484,2,65,0.004617133,9606,Homo sapiens,SGPP2,,R-HSA-428701;R-HSA-428664
R-HSA-4839726,Chromatin organization,2,258,0.016992689,0.931607167,0.931607167,4,85,0.006037789,9606,Homo sapiens,SETD1A,,R-HSA-5637686;R-HSA-5159245;R-HSA-5244692;R-HSA-4827382
R-HSA-3247509,Chromatin modifying enzymes,2,258,0.016992689,0.931607167,0.931607167,4,85,0.006037789,9606,Homo sapiens,SETD1A,,R-HSA-5637686;R-HSA-5159245;R-HSA-5244692;R-HSA-4827382
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,2,258,0.016992689,0.931607167,0.931607167,2,143,0.010157693,9606,Homo sapiens,BST1;PTGS2,,R-HSA-8870346;R-HSA-2309773
R-HSA-9013148,CDC42 GTPase cycle,1,159,0.010472239,0.931744817,0.931744817,1,6,4.26E-04,9606,Homo sapiens,JUP,,R-HSA-9013157
R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),1,159,0.010472239,0.931744817,0.931744817,7,124,0.008808069,9606,Homo sapiens,PTGS2,,R-HSA-9026408;R-HSA-9027627;R-HSA-9027532;R-HSA-9028255;R-HSA-9018880;R-HSA-9020261;R-HSA-9027607
R-HSA-9694516,SARS-CoV-2 Infection,4,434,0.028584601,0.934820005,0.934820005,9,210,0.014916892,9606,Homo sapiens,IRF7;MKRN3;ISG15;HSPG2,,R-HSA-9694579;R-HSA-9694661;R-HSA-9755244;R-HSA-9729500;R-HSA-9729725;R-HSA-9768142;R-HSA-9699007;R-HSA-9697423;R-HSA-9698988
R-HSA-3858494,Beta-catenin independent WNT signaling,1,166,0.010933281,0.939392673,0.939392673,10,51,0.003622674,9606,Homo sapiens,FZD3,,R-HSA-3858491;R-HSA-5099886;R-HSA-4608866;R-HSA-3965444;R-HSA-3858482;R-HSA-3965446;R-HSA-3858480;R-HSA-3965447;R-HSA-3965441;R-HSA-4608825
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,1,167,0.010999144,0.940413177,0.940413177,1,76,0.005398494,9606,Homo sapiens,SLC15A3,,R-HSA-428007
R-HSA-2142753,Arachidonic acid metabolism,1,168,0.011065007,0.941416563,0.941416563,5,79,0.005611593,9606,Homo sapiens,PTGS2,,R-HSA-2309779;R-HSA-2309787;R-HSA-2314686;R-HSA-2309773;R-HSA-2161951
R-HSA-9679191,Potential therapeutics for SARS,1,168,0.011065007,0.941416563,0.941416563,2,36,0.002557181,9606,Homo sapiens,FPR1,,R-HSA-9679044;R-HSA-9690461
R-HSA-2187338,Visual phototransduction,1,169,0.01113087,0.942403118,0.942403118,3,92,0.006535019,9606,Homo sapiens,HSPG2,,R-HSA-2404131;R-HSA-2423785;R-HSA-2429643
R-HSA-69306,DNA Replication,1,169,0.01113087,0.942403118,0.942403118,1,58,0.004119903,9606,Homo sapiens,CLN3,,R-HSA-69005
R-HSA-9006925,Intracellular signaling by second messengers,3,368,0.024237634,0.947621471,0.947621471,3,114,0.008097741,9606,Homo sapiens,CDKN1A;SRC,,R-HSA-2316434;R-HSA-8857925;R-HSA-198613
R-HSA-9610379,HCMV Late Events,1,175,0.011526049,0.947984426,0.947984426,2,19,0.001349624,9606,Homo sapiens,CEBPD,,R-HSA-9624033;R-HSA-9698926
R-HSA-2871837,FCERI mediated NF-kB activation,1,175,0.011526049,0.947984426,0.947984426,1,19,0.001349624,9606,Homo sapiens,FCER1G,,R-HSA-2730882
R-HSA-5619115,Disorders of transmembrane transporters,2,280,0.018441678,0.949724072,0.949724072,2,88,0.006250888,9606,Homo sapiens,SLC22A4;LST1,,R-HSA-5661184;R-HSA-5625674
R-HSA-416476,G alpha (q) signalling events,2,284,0.018705131,0.952484937,0.952484937,3,35,0.002486149,9606,Homo sapiens,PROK2;FFAR2,,R-HSA-749448;R-HSA-749452;R-HSA-379048
R-HSA-196854,Metabolism of vitamins and cofactors,3,382,0.025159718,0.956074119,0.956074119,5,205,0.014561728,9606,Homo sapiens,BST1;PTGS2;HSPG2,,R-HSA-2404131;R-HSA-2423785;R-HSA-8870346;R-HSA-2309773;R-HSA-2429643
R-HSA-418555,G alpha (s) signalling events,1,189,0.012448133,0.959000535,0.959000535,4,28,0.001988919,9606,Homo sapiens,SRC,,R-HSA-8964252;R-HSA-8964287;R-HSA-9624014;R-HSA-8964278
R-HSA-983705,Signaling by the B Cell Receptor (BCR),1,189,0.012448133,0.959000535,0.959000535,2,45,0.003196477,9606,Homo sapiens,FPR1,,R-HSA-2025882;R-HSA-9690461
R-HSA-9013149,RAC1 GTPase cycle,1,191,0.012579859,0.960371714,0.960371714,1,6,4.26E-04,9606,Homo sapiens,NCF4,,R-HSA-9013145
R-HSA-109581,Apoptosis,1,192,0.012645722,0.961040077,0.961040077,2,142,0.01008666,9606,Homo sapiens,MKRN3,,R-HSA-139906;R-HSA-139899
R-HSA-2467813,Separation of Sister Chromatids,1,195,0.012843312,0.962978538,0.962978538,2,8,5.68E-04,9606,Homo sapiens,SGO1,,R-HSA-2467809;R-HSA-2467811
R-HSA-168255,Influenza Infection,1,198,0.013040901,0.964820911,0.964820911,1,59,0.004190936,9606,Homo sapiens,ISG15,,R-HSA-1176059
R-HSA-1640170,Cell Cycle,7,734,0.048343542,0.965152957,0.965152957,50,451,0.032035801,9606,Homo sapiens,SGO1;CLN3;CDKN1A;SRC;MKRN3,,R-HSA-187520;R-HSA-375302;R-HSA-8942607;R-HSA-75016;R-HSA-1638803;R-HSA-69005;R-HSA-8852362;R-HSA-187916;R-HSA-8848414;R-HSA-2468287;R-HSA-187934;R-HSA-187552;R-HSA-9018017;R-HSA-6803403;R-HSA-8848436;R-HSA-187574;R-HSA-6803411;R-HSA-187575;R-HSA-187828;R-HSA-69562;R-HSA-188350;R-HSA-1638821;R-HSA-8961846;R-HSA-6803801;R-HSA-2467809;R-HSA-69191;R-HSA-2467811;R-HSA-69195;R-HSA-69199;R-HSA-157906;R-HSA-8941915;R-HSA-198613;R-HSA-8942803;R-HSA-6803388;R-HSA-188386;R-HSA-9648114;R-HSA-141409;R-HSA-188390;R-HSA-1363314;R-HSA-69227;R-HSA-141422;R-HSA-1363303;R-HSA-2484822;R-HSA-141431;R-HSA-1363311;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095;R-HSA-141439;R-HSA-1363306
R-HSA-3781865,Diseases of glycosylation,1,202,0.013304354,0.967136103,0.967136103,11,77,0.005469527,9606,Homo sapiens,HSPG2,,R-HSA-3560804;R-HSA-9036283;R-HSA-3656261;R-HSA-3560802;R-HSA-9036285;R-HSA-3656257;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-3656267;R-HSA-4420365
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,2,315,0.020746888,0.969481206,0.969481206,4,9,6.39E-04,9606,Homo sapiens,HERC5;HERC6,,R-HSA-983147;R-HSA-983157;R-HSA-983156;R-HSA-983140
